Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Niclas Thiede,de GER,GK,Verl,23,1999,27,27,"2,347",26.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Maxi Thiel,de GER,MF,Erzgebirge Aue,29,1993,29,11,"1,057",11.7,1,2,3,1,0,0,7,1,0.09,0.17,0.26,0.09,0.26
,,,,,,,,,,,,,,,,,,,,,,
Bjarne Thoelke,de GER,"DF,MF",Saarbrücken,30,1992,29,29,"2,416",26.8,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04
Martin Thomann,de GER,MF,SpVgg Bayreuth,28,1994,10,6,469,5.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jonas Thomas Kersken,de GER,GK,Meppen,21,2000,10,10,900,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Omar Traoré,de GER,DF,Osnabrück,24,1998,36,36,"2,982",33.1,3,6,9,3,0,0,5,0,0.09,0.18,0.27,0.09,0.27
Maurice Trapp,de GER,DF,Osnabrück,30,1991,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Philipp Treu,de GER,"DF,MF",SC Freiburg II,21,2000,35,33,"2,888",32.1,0,2,2,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06
Boné Uaferro,de GER,DF,Saarbrücken,30,1992,30,27,"2,281",25.3,3,1,4,3,0,0,7,0,0.12,0.04,0.16,0.12,0.16
David Udogu,de GER,"DF,FW",Ingolstadt 04,19,2003,7,4,357,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Luca Unbehaun,de GER,GK,Dortmund II,21,2001,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Benjamin Uphoff,de GER,GK,SC Freiburg II,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jesper Verlaat,nl NED,DF,1860 Munich,26,1996,36,34,"3,098",34.4,5,0,5,5,0,0,10,0,0.15,0.00,0.15,0.15,0.15
Vincent Vermeij,nl NED,FW,SC Freiburg II,27,1994,36,35,"3,078",34.2,15,5,20,12,3,3,3,0,0.44,0.15,0.58,0.35,0.50
Panagiotis Vlachodimos,gr GRE,"FW,MF",Dresden,30,1991,5,0,83,0.9,0,1,1,0,0,0,1,0,0.00,1.08,1.08,0.00,1.08
Sascha Voelcke,de GER,DF,Rot-Weiss Essen,20,2002,3,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
David Vogt,de GER,MF,Meppen,21,2000,21,15,"1,306",14.5,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Yannic Voigt,de GER,"MF,DF",Zwickau,19,2002,27,16,"1,495",16.6,2,4,6,2,0,0,3,0,0.12,0.24,0.36,0.12,0.36
Jannes Vollert,de GER,DF,Hallescher,24,1998,28,20,"2,025",22.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Albion Vrenezi,xk KVX,MF,1860 Munich,28,1993,33,28,"2,346",26.1,6,8,14,4,2,2,4,0,0.23,0.31,0.54,0.15,0.46
Fridolin Wagner,de GER,MF,SV Waldhof,24,1997,33,29,"2,400",26.7,5,3,8,5,0,0,5,0,0.19,0.11,0.30,0.19,0.30
Noah Wagner,de GER,MF,SC Freiburg II,17,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Robert Wagner,de GER,MF,SC Freiburg II,19,2003,21,21,"1,875",20.8,2,2,4,2,0,0,6,0,0.10,0.10,0.19,0.10,0.19
Wladimir Wagner,de GER,FW,Verl,20,2001,2,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Oliver Wähling,eng ENG,MF,Osnabrück,22,1999,5,0,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Felix Weber,de GER,DF,SpVgg Bayreuth,27,1995,30,29,"2,526",28.1,1,2,3,1,0,0,9,1,0.04,0.07,0.11,0.04,0.11
Tobias Weber,de GER,"DF,MF",SpVgg Bayreuth,27,1995,11,8,780,8.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Max Wegner,de GER,FW,VfB Oldenburg,33,1989,32,26,"2,248",25.0,7,2,9,6,1,1,4,0,0.28,0.08,0.36,0.24,0.32
Patrick Weihrauch,de GER,"MF,FW",Dresden,28,1994,17,6,740,8.2,1,2,3,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36
Patrick Weimar,de GER,DF,SpVgg Bayreuth,26,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Daniel Wein,de GER,"MF,DF",1860 Munich,28,1994,12,6,584,6.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Noah Weißhaupt,de GER,MF,SC Freiburg II,20,2001,1,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Nathan Wicht,ch SUI,MF,1860 Munich,18,2004,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Andreas Wiegel,de GER,"DF,MF",Rot-Weiss Essen,31,1991,21,20,"1,452",16.1,2,1,3,2,0,0,5,1,0.12,0.06,0.19,0.12,0.19
Niklas Wiemann,de GER,DF,Osnabrück,23,1999,11,2,249,2.8,1,0,1,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36
Tim Wiesner,de GER,GK,Verl,25,1996,12,11,"1,073",11.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Oscar Wiklöf,fi FIN,MF,SC Freiburg II,19,2003,24,12,"1,239",13.8,3,3,6,3,0,0,1,0,0.22,0.22,0.44,0.22,0.44
Gordon Wild,de GER,"FW,MF",MSV Duisburg,26,1995,5,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Paul Will,de GER,MF,Dresden,23,1999,32,29,"2,572",28.6,2,0,2,2,0,0,10,0,0.07,0.00,0.07,0.07,0.07
Marius Willsch,de GER,MF,1860 Munich,31,1991,6,1,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alexander Winkler,de GER,DF,Hallescher,30,1992,8,6,586,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marten Winkler,de GER,"MF,FW",SV Waldhof,19,2002,31,22,"1,790",19.9,9,4,13,9,0,0,4,0,0.45,0.20,0.65,0.45,0.65
Maximilian Wolfram,de GER,"FW,MF",Verl,25,1997,36,29,"2,547",28.3,7,7,14,7,0,1,9,0,0.25,0.25,0.49,0.25,0.49
Luca Wollschläger,de GER,FW,Rot-Weiss Essen,19,2003,5,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Nick Woltemade,de GER,"FW,MF",Elversberg,20,2002,31,25,"2,201",24.5,10,5,15,9,1,1,6,0,0.41,0.20,0.61,0.37,0.57
Marius Wörl,de GER,MF,1860 Munich,18,2004,18,15,"1,335",14.8,0,3,3,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20
Marco Wörner,de GER,FW,SC Freiburg II,17,2004,2,0,37,0.4,0,1,1,0,0,0,0,0,0.00,2.43,2.43,0.00,2.43
Joscha Wosz,de GER,FW,Verl,20,2002,20,1,419,4.7,2,1,3,2,0,0,3,0,0.43,0.21,0.64,0.43,0.64
Jannes Wulff,de GER,"MF,FW",Osnabrück,22,1999,28,5,787,8.7,3,2,5,3,0,0,2,0,0.34,0.23,0.57,0.34,0.57
Mike Wunderlich,de GER,"MF,FW",Viktoria Köln,36,1986,20,16,"1,441",16.0,4,3,7,3,1,1,3,0,0.25,0.19,0.44,0.19,0.37
Johannes Wurtz,de GER,"MF,FW",Wehen,30,1992,34,33,"2,424",26.9,6,6,12,5,1,1,6,0,0.22,0.22,0.45,0.19,0.41
Isaiah Young,us USA,"MF,FW",Rot-Weiss Essen,24,1998,35,29,"2,457",27.3,2,2,4,2,0,0,4,1,0.07,0.07,0.15,0.07,0.15
,,,,,,,,,,,,,,,,,,,,,,
Lukas Zahaczewski,de GER,GK,SpVgg Bayreuth,21,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jannik Zahmel,de GER,FW,Osnabrück,19,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Manuel Zeitz,de GER,"DF,MF",Saarbrücken,31,1990,27,18,"1,554",17.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Eroll Zejnullahu,xk KVX,MF,SpVgg Bayreuth,27,1994,31,26,"2,203",24.5,6,7,13,6,0,0,6,2,0.25,0.29,0.53,0.25,0.53
Steven Zellner,de GER,DF,Saarbrücken,31,1991,15,9,962,10.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Robin Ziegele,de GER,DF,Zwickau,25,1997,27,24,"2,077",23.1,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04
Markus Ziereis,de GER,FW,SpVgg Bayreuth,29,1992,37,24,"1,978",22.0,8,1,9,8,0,0,3,0,0.36,0.05,0.41,0.36,0.41
Robert Ziętarski,pl POL,MF,VfB Oldenburg,29,1993,34,30,"2,653",29.5,4,2,6,4,0,0,10,0,0.14,0.07,0.20,0.14,0.20
Tom Zimmerschied,de GER,"MF,FW",Hallescher,23,1998,34,32,"2,735",30.4,10,2,12,10,0,0,10,0,0.33,0.07,0.39,0.33,0.39
Nikos Zografakis,gr GRE,"FW,MF",Verl,23,1999,14,4,379,4.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
