Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Dominic Volkmer,de GER,DF,MSV Duisburg,25,1996,3,2,187,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jannes Vollert,de GER,DF,Hallescher,23,1998,23,22,"2,003",22.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Fridolin Wagner,de GER,MF,SV Waldhof,23,1997,26,14,"1,419",15.8,4,2,6,4,0,0,3,0,0.25,0.13,0.38,0.25,0.38
Robert Wagner,de GER,"MF,FW",SC Freiburg II,18,2003,26,23,"2,116",23.5,2,0,2,2,0,0,7,0,0.09,0.00,0.09,0.09,0.09
Oliver Wähling,eng ENG,"MF,FW",Osnabrück,21,1999,11,2,236,2.6,0,1,1,0,0,0,1,0,0.00,0.38,0.38,0.00,0.38
Dennis Waidner,de GER,"DF,MF",W'burg Kickers,20,2001,29,17,"1,625",18.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Daniel Wein,de GER,"MF,DF",1860 Munich,27,1994,7,6,483,5.4,1,2,3,1,0,0,0,0,0.19,0.37,0.56,0.19,0.56
Leo Weinkauf,de GER,GK,MSV Duisburg,25,1996,33,33,"2,902",32.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Noah Weißhaupt,de GER,"FW,DF",SC Freiburg II,19,2001,10,10,885,9.8,1,0,1,1,0,1,1,0,0.10,0.00,0.10,0.10,0.10
Nathan Wicht,ch SUI,MF,1860 Munich,17,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Danilo Wiebe,de GER,"DF,MF",Braunschweig,27,1994,26,18,"1,581",17.6,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06
Dustin Willms,de GER,"MF,FW",Zwickau,22,1999,14,6,613,6.8,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15
Marius Willsch,de GER,DF,1860 Munich,30,1991,9,4,361,4.0,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25
Alexander Winkler,de GER,DF,Kaiserslautern,29,1992,27,24,"2,105",23.4,2,0,2,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09
Andrew Wooten,us USA,FW,Osnabrück,31,1989,17,2,274,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Joscha Wosz,de GER,MF,Hallescher,19,2002,12,3,385,4.3,0,1,1,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23
Mike Wunderlich,de GER,"MF,FW",Kaiserslautern,35,1986,35,35,"2,963",32.9,7,7,14,7,0,0,5,0,0.21,0.21,0.43,0.21,0.43
Johannes Wurtz,de GER,"MF,FW",Wehen,29,1992,25,10,889,9.9,2,2,4,2,0,0,4,0,0.20,0.20,0.40,0.20,0.40
Shinji Yamada,jp JPN,MF,Viktoria 1889,27,1994,13,4,470,5.2,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19
John Yeboah,ec ECU,"FW,MF",MSV Duisburg,21,2000,17,16,"1,297",14.4,0,2,2,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14
Erhan Yılmaz,tr TUR,MF,Viktoria 1889,26,1994,9,6,491,5.5,1,1,2,1,0,0,2,0,0.18,0.18,0.37,0.18,0.37
Dan-Axel Zagadou,fr FRA,DF,Dortmund II,22,1999,3,3,202,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Manuel Zeitz,de GER,"MF,DF",Saarbrücken,30,1990,31,31,"2,708",30.1,3,3,6,3,0,0,8,0,0.10,0.10,0.20,0.10,0.20
,,,,,,,,,,,,,,,,,,,,,,
Steven Zellner,de GER,DF,Saarbrücken,30,1991,14,13,"1,116",12.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jean Zimmer,de GER,MF,Kaiserslautern,27,1993,15,11,897,10.0,1,2,3,1,0,0,4,0,0.10,0.20,0.30,0.10,0.30
Tom Zimmerschied,de GER,"MF,FW",Hallescher,22,1998,12,8,657,7.3,2,2,4,2,0,0,5,0,0.27,0.27,0.55,0.27,0.55
Hendrick Zuck,de GER,"MF,DF",Kaiserslautern,31,1990,34,33,"2,873",31.9,4,5,9,3,1,1,6,0,0.13,0.16,0.28,0.09,0.25
Philipp Zulechner,at AUT,"MF,FW",Hallescher,31,1990,10,2,271,3.0,2,0,2,2,0,0,1,0,0.66,0.00,0.66,0.66,0.66
